timestamp,instance_0-CPU2 Temp,instance_0-Inlet Temp,instance_0-Memory usage,instance_0-Fan1 speed,instance_0-Fan2 speed,instance_0-Fan3 speed,instance_0-Fan4 speed,instance_0-Power consumption,instance_0-CPU1 Temp,instance_1-CPU2 Temp,instance_1-Inlet Temp,instance_1-Memory usage,instance_1-Fan1 speed,instance_1-Fan2 speed,instance_1-Fan3 speed,instance_1-Fan4 speed,instance_1-Power consumption,instance_1-CPU1 Temp,instance_2-CPU2 Temp,instance_2-Inlet Temp,instance_2-Memory usage,instance_2-Fan1 speed,instance_2-Fan2 speed,instance_2-Fan3 speed,instance_2-Fan4 speed,instance_2-Power consumption,instance_2-CPU1 Temp,instance_3-CPU2 Temp,instance_3-Inlet Temp,instance_3-Memory usage,instance_3-Fan1 speed,instance_3-Fan2 speed,instance_3-Fan3 speed,instance_3-Fan4 speed,instance_3-Power consumption,instance_3-CPU1 Temp,instance_4-CPU2 Temp,instance_4-Inlet Temp,instance_4-Memory usage,instance_4-Fan1 speed,instance_4-Fan2 speed,instance_4-Fan3 speed,instance_4-Fan4 speed,instance_4-Power consumption,instance_4-CPU1 Temp,instance_5-CPU2 Temp,instance_5-Inlet Temp,instance_5-Memory usage,instance_5-Fan1 speed,instance_5-Fan2 speed,instance_5-Fan3 speed,instance_5-Fan4 speed,instance_5-Power consumption,instance_5-CPU1 Temp,instance_6-CPU2 Temp,instance_6-Inlet Temp,instance_6-Memory usage,instance_6-Fan1 speed,instance_6-Fan2 speed,instance_6-Fan3 speed,instance_6-Fan4 speed,instance_6-Power consumption,instance_6-CPU1 Temp,instance_7-CPU2 Temp,instance_7-Inlet Temp,instance_7-Memory usage,instance_7-Fan1 speed,instance_7-Fan2 speed,instance_7-Fan3 speed,instance_7-Fan4 speed,instance_7-Power consumption,instance_7-CPU1 Temp,instance_8-CPU2 Temp,instance_8-Inlet Temp,instance_8-Memory usage,instance_8-Fan1 speed,instance_8-Fan2 speed,instance_8-Fan3 speed,instance_8-Fan4 speed,instance_8-Power consumption,instance_8-CPU1 Temp,instance_9-CPU2 Temp,instance_9-Inlet Temp,instance_9-Memory usage,instance_9-Fan1 speed,instance_9-Fan2 speed,instance_9-Fan3 speed,instance_9-Fan4 speed,instance_9-Power consumption,instance_9-CPU1 Temp
2019-01-01T07:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57
2019-01-01T08:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57
2019-01-01T09:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57
2019-01-01T10:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57
2019-01-01T11:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T12:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T13:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T14:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T15:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T16:00:00.000Z,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
